gov_supervisory_oversight_supervisory_reporting,Workflow,From market signal to supervisory report,"SFTY moves market signals through alert generation, case creation, investigation and action to produce structured, evidence-backed supervisory reports for regulators.",See supervisory workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_supervisory_workflows,Workflow,From market signals to supervisory actions,"SFTY connects market signals through alerts, cases, investigations, and supervisory decisions to structured evidence and regulatory reporting workflows.",Explore oversight flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_supervisory_operating_layer,Workflow,From market signals to supervisory actions,"SFTY connects diverse market data, entity profiles and risk alerts into workflows that open, review, escalate and resolve supervisory cases with evidence.",Review supervision model,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_market_visibility,Workflow,From market signal to supervisory action,"SFTY collects market signals from multiple data sources and routes them through alerts, cases, investigations and reports for structured supervisory decisions.",See case workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_multi_entity_monitoring,Workflow,From market signal to supervisory action,"SFTY links market signals, entity data and alerts into structured cases that support supervisory review, investigation, decision and reporting workflows for regulators.",Explore reporting flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_licensing_framework,Workflow,From licensing data to supervisory cases,SFTY connects licensing records with market activity and risk signals to create evidence-backed cases and guide regulatory supervision and reporting workflows.,See supervisory workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_risk_based_supervision,Workflow,From market signals to supervisory actions,"SFTY organizes fragmented market signals into supervisory alerts, cases, investigations, actions and reports to support structured risk-based oversight workflows.",Explore oversight flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_regulatory_decision_support,Workflow,From market signal to supervisory report,"SFTY moves market signals through alerts, cases, investigations and evidence collection to support clear supervisory decisions and structured regulatory reporting.",Review supervision model,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_continuous_supervisory_visibility,Workflow,From market signals to supervisory action,"SFTY connects fragmented market signals through alerts, case creation, evidence collection and supervisory decisions for continuous regulatory oversight.",See case workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_evidence_escalation_layer,Workflow,From market signal to supervisory action,"SFTY structures market signals into supervisory alerts that escalate into cases, investigations, actions and evidence for regulatory review and reporting workflows.",Explore reporting flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_supervisory_dashboard,Workflow,From market signal to supervisory action,"SFTY connects market data, alerts, cases and evidence into a structured workflow that supports supervisory review, action and reporting for regulators.",See supervisory workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_supervisory_oversight_vasp_oversight,Workflow,From market signals to supervisory action,"SFTY structures market signals into alerts and cases that connect VASP activity to supervisory investigation, evidence collection and regulatory reporting workflows.",Explore oversight flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_suspicious_activity,Workflow,From wallet risk to supervisory action,"SFTY links wallet and transaction risk signals to supervisory alerts, case creation, evidence collection and reporting workflows for structured suspicious activity review.",Review supervision model,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_wallet_tracking,Workflow,From wallet activity to supervisory action,SFTY links wallet transactions and Travel Rule data to risk signals and regulated entities for structured supervisory review and evidence-based outcomes.,See case workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_ivms101_message_review,Workflow,From Travel Rule exceptions to supervisory evidence,"SFTY organizes Travel Rule message reviews by routing exceptions into cases, linking originator and beneficiary data, and preserving evidence for supervisory decisions.",Explore reporting flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_sanctions_screening,Workflow,From sanctions signals to supervisory action,SFTY collects sanctions exposure signals from transaction and Travel Rule data and routes them into cases for supervisory review and evidence-based reporting.,See supervisory workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_transaction_visibility,Workflow,From transaction signals to supervisory action,"SFTY connects transaction data, Travel Rule messages and KYT signals to create alerts, open cases, preserve evidence and enable informed supervisory decisions.",Explore oversight flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_cross_border_flows,Workflow,From Travel Rule exceptions to supervisory action,"SFTY connects Travel Rule message data, exception handling, wallet risk signals and KYT alerts into structured cases, evidence collection and regulatory actions.",Review supervision model,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_transaction_investigation,Workflow,From Travel Rule exceptions to case evidence,"SFTY links Travel Rule messages, exceptions and wallet risk to structured case records with evidence preservation supporting supervisory review and reporting workflows.",See case workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_counterparty_verification,Workflow,From Travel Rule exception to case evidence,"SFTY routes Travel Rule exceptions through verification, alert generation, case creation and evidence preservation to support regulatory supervisory review and reporting.",Explore reporting flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_real_time_alerting,Workflow,From Travel Rule alerts to supervisory action,"SFTY routes real-time Travel Rule and transaction alerts through review, case creation, evidence collection and supervisory decisions for regulatory response.",See supervisory workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_risk_scoring,Workflow,From Travel Rule risk to supervisory action,"SFTY links Travel Rule message completeness and wallet risk scoring to alert generation, case creation, evidence logging and supervisory review workflows for regulators.",Explore oversight flow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_vasp_messaging,Workflow,From Travel Rule exceptions to supervisory action,"SFTY links Travel Rule message exceptions to case creation, review workflows, evidence preservation and supervisory decisions within a controlled regulatory process.",Review supervision model,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
gov_travel_rule_and_transaction_monitoring_data_exchange,Workflow,From Travel Rule messages to supervisory cases,"SFTY connects Travel Rule message data, wallet and transaction risk signals into cases that support supervisory review, evidence logging and regulatory reporting workflows.",See case workflow,01,Market signal,"Wallet, VASP, Travel Rule or OSINT signal appears",02,Triage,SFTY classifies and routes the signal for review,03,Case,A supervisory case opens with context & evidence,04,Action,"Teams record a decision, request or supervisory response",05,Record,"Evidence, actions and outcomes stay available for review"
